223.3	101.5	5' 8"	173
149.4	67.9	5' 11"	180
243.1	110.5	5' 10"	178
192.7	87.6	5' 11"	180
224	101.8	5' 8"	172
147.4	67	5' 9"	174
157.1	71.4	6' 0"	183
209.2	95.1	6' 0"	182
248.4	112.9	5' 9"	176
188.8	85.8	5' 7"	169
223.7	101.7	6' 2"	188
155.8	70.8	5' 4"	163
195.8	89	5' 6"	168
209.2	95.1	5' 7"	171
196.5	89.3	5' 7"	171
178.9	81.3	5' 11"	181
146.3	66.5	6' 0"	182
202	91.8	5' 9"	176
236.3	107.4	5' 7"	171
193.6	88	5' 7"	170
194.5	88.4	5' 10"	178
151.8	69	6' 0"	184
199.3	90.6	6' 0"	184
188.5	85.7	5' 9"	174
177.5	80.7	5' 11"	180
230.8	104.9	5' 10"	178
181.9	82.7	6' 0"	182
191	86.8	5' 9"	175
182.4	82.9	5' 9"	176
153.8	69.9	5' 11"	181
170.5	77.5	5' 7"	171
185.7	84.4	6' 0"	183
195.4	88.8	6' 2"	187
207.5	94.3	5' 9"	175
204.6	93	5' 11"	181
181.1	82.3	5' 10"	179
194.3	88.3	5' 11"	180
216.5	98.4	6' 0"	183
168.3	76.5	5' 11"	180
134	60.9	6' 0"	183
167.9	76.3	5' 11"	181
181.7	82.6	5' 9"	176
195.1	88.7	5' 7"	169
156.2	71	5' 9"	176
145.9	66.3	5' 7"	169
188.1	85.5	5' 6"	168
167	75.9	5' 7"	170
208.1	94.6	5' 6"	167
189.4	86.1	5' 5"	166
204.6	93	6' 3"	190
141.9	64.5	6' 0"	184
179.7	81.7	5' 10"	179
196.7	89.4	6' 0"	183
237.6	108	6' 0"	182
198	90	5' 9"	176
223.3	101.5	5' 7"	169
155.5	70.7	5' 7"	171
219.6	99.8	6' 2"	188
228.8	104	5' 11"	180
252.6	114.8	5' 10"	178
162.1	73.7	5' 7"	169
154.4	70.2	5' 6"	167
165.7	75.3	5' 7"	170
142.8	64.9	5' 7"	171
241.8	109.9	5' 6"	167
173.4	78.8	6' 0"	184
140.8	64	5' 11"	180
177.3	80.6	5' 9"	176
156.6	71.2	5' 6"	168
233.4	106.1	5' 9"	174
216.5	98.4	5' 6"	168
153.1	69.6	6' 1"	185
158.8	72.2	5' 7"	171
253.4	115.2	5' 8"	173
148.3	67.4	5' 6"	167
230.6	104.8	5' 11"	180
226.4	102.9	6' 1"	185
185.9	84.5	5' 7"	170
227	103.2	5' 7"	170
229	104.1	5' 11"	181
249.5	113.4	5' 6"	168
148.5	67.5	5' 9"	175
228.1	103.7	5' 11"	181
181.3	82.4	5' 8"	172
183.7	83.5	6' 1"	185
172.5	78.4	5' 10"	179
195.6	88.9	6' 0"	182
169.2	76.9	5' 9"	174
237.6	108	5' 11"	180
225.7	102.6	6' 1"	186
204.2	92.8	5' 10"	178
227.3	103.3	6' 0"	184
206.1	93.7	5' 10"	177
224.6	102.1	5' 11"	181
241.3	109.7	6' 1"	185
149.6	68	5' 6"	168
169	76.8	6' 3"	190
165	75	5' 6"	167
218.9	99.5	5' 9"	175
141.7	64.4	5' 8"	172
192.1	87.3	5' 9"	174
240.9	109.5	5' 8"	172
201.1	91.4	5' 9"	175
233	105.9	5' 6"	168
187.9	85.4	5' 6"	167
160.2	72.8	5' 10"	178
236.7	107.6	5' 10"	179
185	84.1	5' 10"	178
186.6	84.8	5' 5"	165
200.2	91	5' 7"	171
178.4	81.1	5' 11"	180
253.4	115.2	5' 6"	167
199.3	90.6	6' 2"	187
170.1	77.3	6' 2"	188
221.8	100.8	5' 7"	170
213.8	97.2	6' 2"	188
133.5	60.7	5' 7"	169
233.9	106.3	5' 9"	174
158.4	72	6' 1"	185
196	89.1	5' 11"	180
241.6	109.8	5' 8"	173
229	104.1	6' 1"	185
154	70	5' 7"	169
229.5	104.3	5' 10"	177
178.6	81.2	5' 9"	174
226.4	102.9	5' 10"	178
198.4	90.2	6' 1"	185
205.5	93.4	6' 0"	183
211.4	96.1	5' 8"	172
139.9	63.6	5' 7"	169
191.8	87.2	6' 2"	189
161.3	73.3	5' 5"	165
167.9	76.3	5' 7"	171
253.2	115.1	5' 8"	173
173.4	78.8	5' 7"	169
231	105	6' 0"	184
198.2	90.1	6' 1"	186
148.1	67.3	5' 5"	166
163	74.1	5' 9"	176
150.9	68.6	5' 4"	162
192.1	87.3	6' 2"	188
222	100.9	5' 7"	171
222.2	101	5' 7"	170
164.3	74.7	5' 10"	178
170.9	77.7	5' 9"	176
147.6	67.1	5' 8"	172
222.9	101.3	6' 0"	182
219.6	99.8	5' 7"	171
187.7	85.3	5' 9"	174
199.1	90.5	5' 7"	171
190.1	86.4	5' 9"	176
205	93.2	5' 6"	168
184.4	83.8	6' 0"	184
139.5	63.4	6' 0"	184
149.6	68	5' 9"	175
217.8	99	6' 3"	190
136.4	62	5' 5"	165
195.8	89	6' 0"	184
232.1	105.5	5' 9"	174
179.5	81.6	5' 11"	181
179.7	81.7	5' 10"	179
240.9	109.5	5' 7"	170
142.1	64.6	5' 9"	176
195.6	88.9	5' 7"	171
159.3	72.4	6' 2"	188
137.7	62.6	5' 10"	179
194.9	88.6	5' 9"	174
228.1	103.7	5' 6"	167
176.2	80.1	6' 2"	188
220.9	100.4	5' 9"	175
163.7	74.4	5' 7"	171
138.6	63	5' 11"	180
224	101.8	5' 7"	169
142.1	64.6	5' 5"	164
202	91.8	6' 1"	185
191	86.8	5' 8"	173
140.1	63.7	6' 3"	190
211.6	96.2	6' 1"	185
163	74.1	6' 1"	185
204.6	93	5' 10"	178
211.6	96.2	5' 9"	176
162.6	73.9	5' 5"	166
248.2	112.8	5' 6"	168
189	85.9	5' 9"	175
186.6	84.8	5' 9"	174
203.3	92.4	6' 0"	182
151.8	69	6' 0"	183
204.6	93	6' 2"	188
170.9	77.7	6' 2"	187
143.9	65.4	5' 10"	177
210.8	95.8	5' 9"	176
171.6	78	6' 3"	190
201.5	91.6	6' 1"	186
194.7	88.5	6' 0"	184
202.4	92	6' 0"	184
185.5	84.3	5' 9"	176
242.7	110.3	5' 8"	172
219.8	99.9	5' 10"	179
180.8	82.2	5' 6"	167
200	90.9	5' 11"	180
155.8	70.8	6' 2"	188
156.6	71.2	5' 10"	177
140.8	64	6' 0"	184
197.1	89.6	5' 8"	173
251.2	114.2	5' 7"	170
189.9	86.3	6' 2"	188
187.4	85.2	5' 8"	173
197.3	89.7	5' 4"	162
231	105	5' 8"	172
199.3	90.6	5' 10"	178
182.2	82.8	5' 10"	179
218	99.1	6' 1"	185
141.5	64.3	5' 10"	177
216	98.2	6' 1"	185
213.2	96.9	5' 9"	175
196.5	89.3	5' 5"	166
140.8	64	5' 10"	178
182.6	83	5' 10"	177
212.1	96.4	5' 10"	179
212.3	96.5	6' 1"	186
223.5	101.6	5' 8"	173
171.6	78	5' 8"	173
179.7	81.7	6' 0"	183
225.5	102.5	6' 2"	189
225.7	102.6	5' 10"	177
184.1	83.7	6' 2"	187
177.1	80.5	5' 4"	162
155.8	70.8	5' 5"	165
170.7	77.6	5' 10"	179
231.2	105.1	6' 0"	184
223.3	101.5	6' 2"	189
195.8	89	5' 5"	166
242.9	110.4	5' 7"	169
175.1	79.6	5' 5"	164
176.4	80.2	6' 2"	188
163.5	74.3	5' 10"	178
189.2	86	6' 0"	183
172.3	78.3	6' 0"	182
220	100	5' 10"	179
224.4	102	5' 5"	166
139.7	63.5	5' 5"	166
228.1	103.7	6' 1"	186
223.5	101.6	6' 0"	184
157.3	71.5	5' 9"	176
207.2	94.2	5' 7"	170
205.7	93.5	5' 6"	167
203.3	92.4	5' 8"	172
172.9	78.6	5' 6"	167
155.5	70.7	6' 1"	185
204.2	92.8	5' 10"	177
238.5	108.4	5' 10"	179
205.9	93.6	5' 11"	181
124.5	56.6	5' 9"	176
173.6	78.9	5' 9"	175
238.3	108.3	5' 11"	180
231	105	5' 7"	170
172.9	78.6	5' 10"	179
213.2	96.9	5' 5"	165
196	89.1	6' 0"	184
241.6	109.8	6' 0"	182
189.9	86.3	6' 0"	182
250.6	113.9	5' 11"	181
236.1	107.3	6' 0"	184
168.7	76.7	6' 2"	187
181.5	82.5	6' 2"	188
167.9	76.3	5' 11"	180
231.9	105.4	5' 8"	172
138.4	62.9	6' 0"	183
217.4	98.8	5' 10"	179
227.5	103.4	5' 9"	175
158.2	71.9	5' 7"	169
186.6	84.8	5' 5"	165
182.4	82.9	5' 9"	175
250.8	114	6' 1"	185
198.2	90.1	5' 10"	177
143	65	5' 10"	179
155.3	70.6	5' 10"	177
212.3	96.5	5' 5"	165
187	85	5' 9"	175
231.7	105.3	6' 0"	182
207.2	94.2	5' 6"	168
148.7	67.6	6' 0"	182
236.7	107.6	5' 7"	169
154.4	70.2	5' 5"	164
232.5	105.7	6' 1"	185
240.5	109.3	5' 11"	180
169.2	76.9	5' 7"	169
236.5	107.5	5' 9"	175
159.7	72.6	5' 6"	168
181.1	82.3	6' 2"	188
220.2	100.1	5' 6"	167
207.2	94.2	6' 1"	185
236.7	107.6	5' 10"	179
139.7	63.5	6' 0"	182
164.1	74.6	5' 10"	177
181.3	82.4	5' 11"	180
147	66.8	6' 3"	190
242	110	5' 8"	173
191.8	87.2	6' 0"	183
150.7	68.5	6' 0"	183
179.3	81.5	5' 10"	179
170.7	77.6	6' 0"	183
118.8	54	5' 7"	169
222	100.9	5' 7"	170
172.7	78.5	5' 4"	163
188.3	85.6	6' 0"	184
166.5	75.7	5' 9"	176
139.7	63.5	5' 9"	175
203.3	92.4	5' 7"	170
231.7	105.3	5' 8"	172
200.4	91.1	5' 8"	172
146.5	66.6	5' 4"	163
247.5	112.5	6' 0"	184
219.8	99.9	5' 10"	179
233.9	106.3	6' 0"	184
253.7	115.3	6' 0"	183
130.7	59.4	6' 0"	183
182.2	82.8	5' 9"	174
143.7	65.3	5' 9"	174
219.3	99.7	5' 8"	173
157.5	71.6	5' 9"	175
205.7	93.5	5' 8"	173
204.8	93.1	5' 10"	179
187	85	5' 7"	171
210.5	95.7	5' 4"	162
200.6	91.2	6' 0"	182
252.1	114.6	6' 1"	186
170.5	77.5	6' 2"	188
236.9	107.7	6' 0"	184
207.7	94.4	6' 0"	182
132.9	60.4	6' 1"	185
202.4	92	5' 11"	180
191.8	87.2	5' 9"	175
248.6	113	5' 6"	168
230.1	104.6	5' 11"	181
165	75	6' 1"	185
160.6	73	6' 2"	188
151.1	68.7	6' 3"	190
176.4	80.2	5' 10"	177
209.2	95.1	6' 2"	189
187.7	85.3	5' 8"	173
135.7	61.7	5' 5"	164
167.2	76	5' 10"	179
134	60.9	6' 1"	186
242.2	110.1	5' 10"	178
122.5	55.7	6' 2"	189
147.6	67.1	5' 5"	164
242.7	110.3	6' 0"	183
133.3	60.6	5' 5"	165
176.9	80.4	5' 11"	180
126.7	57.6	5' 5"	166
193.4	87.9	5' 8"	172
246.4	112	5' 8"	173
186.1	84.6	5' 7"	171
128.3	58.3	5' 8"	172
159.1	72.3	5' 11"	181
211	95.9	5' 10"	178
229.9	104.5	5' 9"	175
145.4	66.1	5' 11"	181
141	64.1	6' 1"	185
192.5	87.5	5' 5"	165
170.1	77.3	5' 9"	174
240.2	109.2	5' 11"	181
249.9	113.6	5' 10"	178
161	73.2	5' 9"	174
147	66.8	5' 11"	181
215.6	98	6' 1"	186
156.4	71.1	6' 3"	190
234.7	106.7	6' 2"	188
239.4	108.8	5' 10"	178
209.7	95.3	5' 11"	180
205.7	93.5	5' 8"	172
208.3	94.7	5' 9"	176
205.7	93.5	6' 2"	189
135.1	61.4	5' 11"	180
144.3	65.6	5' 6"	168
179.3	81.5	6' 2"	188
152.5	69.3	5' 6"	167
174.7	79.4	5' 9"	175
219.8	99.9	6' 0"	182
217.6	98.9	6' 3"	190
251	114.1	5' 7"	171
158.2	71.9	5' 11"	181
152.2	69.2	5' 7"	169
220.4	100.2	5' 10"	177
220.2	100.1	5' 9"	176
187.4	85.2	5' 5"	164
152.2	69.2	5' 10"	178
172	78.2	5' 7"	169
183.3	83.3	5' 10"	179
244.4	111.1	6' 2"	187
130.2	59.2	5' 11"	180
219.1	99.6	5' 7"	169
185.5	84.3	6' 2"	187
157.7	71.7	5' 11"	181
211.9	96.3	6' 2"	187
241.1	109.6	5' 6"	168
158.6	72.1	5' 7"	171
129.4	58.8	5' 9"	176
160.8	73.1	5' 9"	174
236.7	107.6	5' 8"	173
220.7	100.3	5' 4"	162
163	74.1	6' 2"	189
234.3	106.5	5' 10"	178
172.3	78.3	6' 2"	189
240.2	109.2	5' 7"	171
139	63.2	5' 9"	175
171.4	77.9	5' 4"	162
164.8	74.9	5' 7"	169
167.9	76.3	5' 7"	171
216.3	98.3	5' 6"	168
186.3	84.7	6' 0"	183
132.9	60.4	5' 5"	164
217.6	98.9	5' 8"	172
141	64.1	5' 9"	176
245.5	111.6	6' 2"	188
211	95.9	5' 4"	163
171.6	78	5' 10"	179
173.1	78.7	5' 5"	166
233.6	106.2	6' 2"	187
234.3	106.5	5' 6"	167
238.9	108.6	5' 9"	174
137.9	62.7	5' 11"	180
251.5	114.3	5' 11"	180
141	64.1	5' 11"	181
152.2	69.2	5' 11"	181
223.1	101.4	6' 0"	182
194.5	88.4	5' 7"	170
212.1	96.4	5' 6"	168
143.7	65.3	6' 0"	184
174	79.1	5' 6"	168
212.1	96.4	5' 9"	174
226.8	103.1	5' 10"	178
251.2	114.2	5' 8"	173
218.9	99.5	6' 0"	183
207	94.1	5' 5"	165
154.7	70.3	5' 9"	174
123.6	56.2	5' 9"	175
185.7	84.4	6' 2"	188
245.1	111.4	5' 11"	180
151.1	68.7	5' 9"	175
196	89.1	5' 8"	173
179.7	81.7	6' 2"	187
184.4	83.8	6' 0"	182
146.1	66.4	5' 9"	175
153.6	69.8	5' 10"	179
196.2	89.2	5' 6"	168
169.2	76.9	5' 6"	167
150.9	68.6	5' 6"	168
189.4	86.1	6' 2"	188
255.2	116	5' 11"	180
145	65.9	6' 0"	182
157.1	71.4	5' 8"	173
235	106.8	5' 11"	181
184.4	83.8	5' 10"	178
207	94.1	6' 2"	188
195.1	88.7	5' 5"	164
239.8	109	6' 0"	182
210.5	95.7	5' 9"	175
200	90.9	5' 7"	171
143.9	65.4	5' 7"	169
240.9	109.5	6' 0"	184
149.4	67.9	5' 9"	175
235.6	107.1	5' 9"	174
211.9	96.3	5' 11"	181
245.3	111.5	5' 8"	173
152.9	69.5	5' 6"	168
191	86.8	6' 0"	183
199.5	90.7	5' 8"	173
238.7	108.5	6' 1"	186
229	104.1	5' 10"	178
142.6	64.8	5' 7"	171
183.5	83.4	5' 11"	180
176.7	80.3	6' 1"	186
177.8	80.8	5' 11"	181
237.4	107.9	5' 7"	169
182.4	82.9	5' 9"	175
194	88.2	5' 9"	174
179.3	81.5	6' 0"	182
198.2	90.1	5' 10"	179
226.8	103.1	6' 0"	183
217.4	98.8	5' 6"	168
252.3	114.7	5' 5"	166
192.1	87.3	5' 7"	171
163.5	74.3	6' 1"	185
142.1	64.6	5' 8"	173
239.8	109	5' 8"	173
148.7	67.6	6' 2"	188
153.8	69.9	5' 9"	176
174.7	79.4	6' 0"	184
132.9	60.4	5' 10"	177
218.5	99.3	5' 6"	167
159.9	72.7	5' 7"	170
144.1	65.5	6' 0"	183
184.1	83.7	5' 6"	168
145.2	66	6' 1"	186
165.9	75.4	6' 0"	184
200.6	91.2	6' 2"	187
182.6	83	6' 2"	187
188.8	85.8	5' 9"	176
229.5	104.3	5' 8"	172
151.1	68.7	6' 1"	186
187.2	85.1	5' 10"	178
167.4	76.1	5' 10"	179
161.9	73.6	5' 10"	178
229.9	104.5	5' 7"	170
234.3	106.5	6' 1"	185
157.7	71.7	6' 0"	184
231.4	105.2	5' 9"	174
150.3	68.3	6' 2"	187
180.2	81.9	5' 10"	179
205.3	93.3	6' 1"	185
230.3	104.7	5' 9"	174
203.1	92.3	5' 7"	169
192.1	87.3	6' 2"	187
149.8	68.1	5' 7"	169
227.5	103.4	5' 6"	168
216.9	98.6	5' 6"	167
152.7	69.4	5' 10"	179
202.4	92	5' 8"	173
249.7	113.5	5' 9"	175
220	100	5' 9"	176
184.8	84	5' 11"	181
177.5	80.7	6' 0"	182
192.1	87.3	5' 7"	169
220.7	100.3	5' 10"	177
225.3	102.4	5' 4"	163
246.2	111.9	6' 0"	183
167.2	76	5' 10"	179
138.8	63.1	5' 6"	168
152.9	69.5	6' 2"	188
192.3	87.4	5' 11"	180
174.9	79.5	5' 8"	173
227.9	103.6	5' 11"	180
232.8	105.8	5' 7"	171
236.9	107.7	5' 9"	175
216.5	98.4	6' 0"	184
222.9	101.3	5' 9"	174
222	100.9	5' 8"	173
212.1	96.4	5' 9"	175
186.3	84.7	5' 11"	180
121.7	55.3	5' 6"	167
244	110.9	5' 9"	175
150.3	68.3	5' 8"	173
242.4	110.2	6' 1"	185
158	71.8	6' 1"	186
217.1	98.7	5' 5"	166
243.5	110.7	6' 0"	184
144.1	65.5	5' 10"	177
185.9	84.5	5' 4"	162
224.4	102	5' 11"	180
220	100	6' 0"	182
208.3	94.7	5' 11"	181
211.2	96	5' 8"	173
233.9	106.3	5' 9"	174
156.4	71.1	5' 11"	181
191.8	87.2	5' 5"	166
216	98.2	6' 0"	184
206.1	93.7	5' 10"	177
189.9	86.3	5' 9"	176
152	69.1	5' 7"	169
245.7	111.7	5' 7"	169
212.5	96.6	5' 8"	172
144.5	65.7	5' 8"	173
187.9	85.4	5' 6"	167
203.7	92.6	5' 10"	178
229.9	104.5	5' 7"	169
243.1	110.5	5' 10"	177
176.2	80.1	5' 9"	176
167.6	76.2	5' 9"	174
181.7	82.6	5' 10"	179
165.9	75.4	6' 0"	182
168.7	76.7	6' 1"	186
191	86.8	5' 9"	174
131.3	59.7	5' 7"	170
206.1	93.7	5' 7"	171
232.3	105.6	6' 0"	183
194.3	88.3	5' 5"	164
183.7	83.5	5' 10"	178
230.1	104.6	5' 7"	170
249.5	113.4	5' 10"	179
145.2	66	5' 10"	179
172.7	78.5	6' 1"	185
170.7	77.6	5' 7"	171
226.2	102.8	6' 1"	185
170.7	77.6	6' 1"	186
252.6	114.8	5' 7"	170
144.3	65.6	6' 0"	182
202.4	92	5' 7"	170
159.5	72.5	5' 7"	170
170.3	77.4	6' 0"	182
139	63.2	5' 10"	179
177.1	80.5	5' 11"	180
238.9	108.6	6' 1"	185
234.7	106.7	5' 7"	170
180.4	82	6' 2"	187
193.8	88.1	5' 9"	174
153.8	69.9	5' 6"	168
199.3	90.6	6' 0"	184
182.8	83.1	5' 6"	167
209.2	95.1	5' 10"	179
154.2	70.1	5' 7"	169
201.1	91.4	5' 10"	179
218.7	99.4	5' 10"	178
165	75	5' 6"	167
161.9	73.6	5' 10"	177
178.2	81	5' 10"	179
229.2	104.2	5' 10"	179
174	79.1	5' 9"	175
141	64.1	6' 1"	185
193.4	87.9	6' 0"	183
172.7	78.5	5' 9"	176
168.7	76.7	6' 1"	186
218.7	99.4	5' 6"	168
197.8	89.9	5' 11"	181
173.1	78.7	5' 9"	174
219.8	99.9	6' 0"	184
181.7	82.6	5' 11"	181
159.5	72.5	5' 4"	163
165.9	75.4	6' 0"	183
216.5	98.4	5' 9"	176
207.9	94.5	5' 11"	180
180.6	82.1	5' 10"	179
161.9	73.6	5' 8"	172
173.6	78.9	6' 1"	186
162.6	73.9	6' 1"	186
154.4	70.2	5' 7"	171
214.5	97.5	6' 0"	183
132.9	60.4	5' 11"	181
213.4	97	6' 3"	190
119	54.1	6' 3"	190
151.1	68.7	5' 9"	174
215.8	98.1	5' 8"	173
162.1	73.7	5' 10"	178
169.8	77.2	5' 10"	177
197.8	89.9	6' 0"	184
136.8	62.2	5' 8"	173
222	100.9	5' 9"	175
205.7	93.5	5' 5"	164
136.8	62.2	6' 2"	189
191.4	87	6' 0"	182
214.5	97.5	5' 9"	175
196.7	89.4	6' 2"	187
206.8	94	6' 0"	184
168.1	76.4	5' 10"	179
174.9	79.5	6' 0"	183
124.7	56.7	5' 7"	170
201.3	91.5	5' 9"	174
214.5	97.5	5' 10"	177
186.3	84.7	5' 11"	180
170.1	77.3	5' 7"	170
138.4	62.9	5' 7"	170
244.4	111.1	6' 1"	185
140.1	63.7	6' 0"	183
163.2	74.2	5' 8"	173
193.6	88	5' 6"	167
137.5	62.5	6' 0"	182
220.9	100.4	5' 10"	178
158	71.8	5' 4"	162
140.6	63.9	5' 9"	174
215.8	98.1	6' 0"	183
152.9	69.5	5' 7"	169
216	98.2	5' 5"	166
145.6	66.2	5' 11"	180
195.1	88.7	5' 9"	174
204.4	92.9	5' 5"	165
203.9	92.7	5' 11"	180
205.5	93.4	5' 10"	178
173.8	79	5' 9"	176
238	108.2	5' 7"	169
143.7	65.3	5' 7"	170
195.6	88.9	5' 11"	180
238	108.2	6' 1"	185
197.3	89.7	6' 0"	182
150.5	68.4	5' 10"	179
176.2	80.1	5' 6"	167
168.5	76.6	6' 0"	184
171.8	78.1	6' 1"	185
177.1	80.5	5' 8"	172
190.3	86.5	6' 0"	184
202.8	92.2	5' 11"	181
162.8	74	5' 5"	166
185	84.1	5' 9"	176
171.4	77.9	5' 7"	169
245.7	111.7	5' 7"	169
214.7	97.6	5' 8"	172
140.8	64	6' 0"	183
227	103.2	5' 10"	179
233.6	106.2	5' 10"	177
200.6	91.2	5' 8"	172
252.3	114.7	5' 6"	168
224.6	102.1	5' 9"	175
247.5	112.5	5' 9"	175
198	90	6' 2"	187
140.8	64	5' 9"	175
242	110	5' 7"	170
221.5	100.7	5' 5"	164
208.1	94.6	5' 7"	170
174.7	79.4	5' 5"	166
216.5	98.4	6' 0"	183
167.2	76	5' 9"	174
186.6	84.8	6' 2"	188
205.3	93.3	5' 7"	170
182.8	83.1	5' 7"	170
192.7	87.6	6' 0"	183
198.4	90.2	5' 7"	169
192.9	87.7	5' 7"	169
149.6	68	5' 10"	177
169.6	77.1	5' 11"	181
199.8	90.8	5' 9"	176
165.9	75.4	6' 0"	183
199.1	90.5	6' 0"	183
210.1	95.5	5' 9"	176
214.3	97.4	5' 6"	168
143.2	65.1	6' 2"	189
208.1	94.6	5' 6"	167
220.2	100.1	5' 10"	178
240	109.1	6' 1"	185
133.3	60.6	6' 0"	182
163.2	74.2	5' 6"	168
155.1	70.5	5' 7"	169
169	76.8	5' 10"	179
189.4	86.1	5' 9"	174
175.8	79.9	6' 0"	182
166.5	75.7	6' 0"	184
156	70.9	5' 10"	177
194	88.2	6' 0"	182
138.6	63	6' 0"	182
196.9	89.5	6' 1"	185
138.8	63.1	6' 0"	184
218	99.1	5' 6"	168
203.9	92.7	5' 11"	180
169	76.8	6' 1"	185
222	100.9	5' 9"	175
148.5	67.5	6' 0"	184
204.2	92.8	5' 4"	163
147.6	67.1	5' 6"	168
217.4	98.8	5' 7"	171
233.4	106.1	5' 5"	166
216.9	98.6	5' 5"	166
132.2	60.1	5' 9"	174
164.8	74.9	6' 0"	184
199.5	90.7	6' 2"	189
244.6	111.2	6' 2"	187
248.8	113.1	5' 11"	180
232.5	105.7	5' 5"	166
145.2	66	5' 5"	166
135.7	61.7	5' 8"	173
226.8	103.1	5' 10"	178
149.8	68.1	5' 11"	181
160.2	72.8	5' 9"	176
119.5	54.3	6' 1"	185
169.4	77	5' 8"	173
167.9	76.3	6' 3"	190
149.6	68	5' 7"	171
241.8	109.9	5' 5"	165
145.6	66.2	5' 6"	168
183	83.2	5' 5"	165
152	69.1	5' 7"	170
185.2	84.2	5' 5"	164
154.7	70.3	5' 8"	172
226.2	102.8	5' 5"	166
211	95.9	5' 7"	171
215.4	97.9	6' 1"	186
141.2	64.2	6' 3"	190
153.3	69.7	5' 5"	166
173.6	78.9	5' 9"	174
150.5	68.4	5' 7"	171
216.7	98.5	6' 0"	182
217.4	98.8	5' 10"	178
144.8	65.8	5' 7"	171
191.4	87	5' 10"	177
172.7	78.5	5' 11"	180
186.1	84.6	5' 10"	177
146.1	66.4	6' 0"	182
246.4	112	6' 0"	183
206.6	93.9	5' 7"	170
138.2	62.8	5' 9"	176
132.2	60.1	5' 6"	168
243.3	110.6	6' 1"	186
192.9	87.7	5' 10"	177
217.4	98.8	5' 10"	177
141.5	64.3	5' 11"	181
136.8	62.2	5' 9"	174
177.5	80.7	5' 10"	179
223.1	101.4	5' 7"	169
187.7	85.3	5' 9"	174
216.5	98.4	5' 10"	178
185	84.1	5' 6"	167
161.3	73.3	5' 7"	171
190.3	86.5	6' 2"	187
193.8	88.1	5' 5"	165
166.3	75.6	5' 5"	165
218.5	99.3	5' 10"	177
203.7	92.6	6' 3"	190
230.8	104.9	5' 7"	170
173.8	79	5' 11"	180
143.7	65.3	5' 7"	169
216	98.2	5' 4"	163
156.6	71.2	5' 9"	175
150.3	68.3	5' 8"	172
178.9	81.3	6' 0"	184
156.9	71.3	5' 9"	175
142.6	64.8	5' 7"	171
166.3	75.6	6' 1"	186
208.8	94.9	6' 0"	184
170.9	77.7	5' 7"	171
181.1	82.3	5' 5"	166
190.3	86.5	5' 5"	166
176.7	80.3	5' 7"	171
215.4	97.9	6' 2"	188
215.2	97.8	5' 8"	172
238	108.2	5' 7"	169
193.6	88	5' 10"	177
176.7	80.3	5' 8"	173
211.9	96.3	5' 7"	171
213.4	97	5' 9"	174
134.2	61	6' 3"	190
215.6	98	5' 9"	175
173.8	79	5' 9"	175
213.4	97	5' 7"	171
226.2	102.8	5' 11"	181
170.9	77.7	5' 10"	177
148.3	67.4	5' 6"	168
150	68.2	5' 8"	173
184.4	83.8	6' 2"	188
178.4	81.1	5' 10"	179
155.8	70.8	6' 0"	184
176.2	80.1	5' 8"	172
163.7	74.4	6' 0"	184
134.6	61.2	5' 9"	176
201.7	91.7	5' 11"	181
234.7	106.7	5' 11"	180
227.3	103.3	5' 8"	172
155.5	70.7	5' 8"	173
173.1	78.7	5' 10"	178
249.7	113.5	5' 7"	169
204.4	92.9	6' 3"	190
235.6	107.1	5' 11"	181
215.8	98.1	6' 1"	185
232.3	105.6	5' 6"	168
151.4	68.8	5' 10"	177
203.5	92.5	6' 1"	185
182.8	83.1	6' 2"	189
135.3	61.5	6' 2"	189
235.6	107.1	6' 1"	186
228.8	104	5' 8"	172
174.9	79.5	5' 11"	180
189.2	86	6' 1"	186
188.3	85.6	5' 7"	169
226.2	102.8	5' 6"	167
233.9	106.3	5' 10"	179
156.9	71.3	6' 0"	184
215.6	98	5' 10"	177
213.2	96.9	5' 10"	177
153.3	69.7	5' 11"	180
198.4	90.2	5' 10"	179
214.1	97.3	5' 8"	172
251	114.1	5' 6"	167
171.8	78.1	5' 10"	178
197.1	89.6	5' 10"	178
188.1	85.5	5' 7"	169
167.4	76.1	6' 0"	182
182.6	83	5' 5"	164
219.8	99.9	5' 11"	180
219.3	99.7	5' 7"	170
236.7	107.6	6' 0"	184
184.4	83.8	6' 3"	190
238.9	108.6	5' 7"	171
246.4	112	6' 3"	190
190.7	86.7	5' 8"	173
193.6	88	6' 1"	186
214.3	97.4	5' 7"	169
202.2	91.9	5' 5"	165
190.1	86.4	6' 0"	184
157.3	71.5	6' 0"	182
211	95.9	5' 10"	179
192.7	87.6	5' 6"	167
173.6	78.9	5' 7"	169
178	80.9	5' 7"	171
130	59.1	5' 9"	175
194.3	88.3	6' 0"	182
186.8	84.9	5' 10"	178
187.4	85.2	5' 9"	175
241.3	109.7	5' 7"	171
187.4	85.2	6' 0"	183
168.7	76.7	5' 11"	181
201.1	91.4	5' 9"	175
212.3	96.5	6' 3"	190
165.4	75.2	5' 9"	174
142.8	64.9	6' 0"	183
222	100.9	5' 9"	175
250.8	114	5' 8"	173
202	91.8	5' 9"	176
162.1	73.7	6' 0"	184
156.6	71.2	6' 0"	183
151.6	68.9	5' 11"	181
207.9	94.5	5' 11"	181
174.2	79.2	5' 11"	180
183.5	83.4	5' 9"	176
