Boca Raton	FL	33487	US	United States
Dallas	TX	75204	US	United States
Grand Rapids	MI	49503	US	United States
Irving	TX	75062	US	United States
Brandon	MS	39042	US	United States
Panama City	FL	32401	US	United States
Maryland Heights	MO	63141	US	United States
Biloxi	MS	39530	US	United States
Grand Rapids	MI	49503	US	United States
Tampa	FL	33634	US	United States
Tilton	NH	03276	US	United States
Eagleville	PA	19403	US	United States
Southfield	MI	48075	US	United States
Portland	OR	97205	US	United States
Portland	OR	97205	US	United States
Smithsburg	MD	21783	US	United States
Springfield	IL	62703	US	United States
Pilot	NV	89883	US	United States
San Diego	CA	92111	US	United States
Birmingham	AL	35203	US	United States
Potsdam	NY	13676	US	United States
Altoona	PA	16601	US	United States
Pecos	TX	79772	US	United States
Marlboro	MA	01752	US	United States
Hutchinson	KS	67501	US	United States
Selden	NY	11784	US	United States
Houston	TX	77014	US	United States
Lansing	MI	48933	US	United States
San Antonio	MO	64501	US	United States
Greendale	MA	01606	US	United States
Columbus	OH	43215	US	United States
Albany	NY	12207	US	United States
Racine	WI	53403	US	United States
Kingsport	TN	37663	US	United States
Pittsburgh	PA	15219	US	United States
Venice	FL	34285	US	United States
Centennial	CO	80111	US	United States
Coatesville	PA	19320	US	United States
Irvine	CA	92614	US	United States
Charlotte	NC	28202	US	United States
San Diego	CA	92123	US	United States
Columbus	GA	31901	US	United States
Saint Louis	MO	63141	US	United States
Detroit	MI	48227	US	United States
Lyndhurst	NJ	07071	US	United States
Norristown	PA	19403	US	United States
Westbury	NY	11590	US	United States
Newark	PA	19714	US	United States
Jupiter	FL	33478	US	United States
Riverside	CA	92501	US	United States
Oakdale	NE	68045	US	United States
Saint Louis	MO	63146	US	United States
Red Bud	IL	62278	US	United States
Baltimore	MD	21201	US	United States
Winchester	TN	37398	US	United States
Appleton	WI	54911	US	United States
Omaha	NE	68122	US	United States
Seattle	WA	98115	US	United States
Burbank	CA	91505	US	United States
Chatham	VA	24531	US	United States
Corpus Christi	TX	78401	US	United States
Carrollton	TX	75007	US	United States
Phoenix	AZ	85034	US	United States
Houston	TX	77011	US	United States
Springfield	MO	65806	US	United States
Richmond	VA	23219	US	United States
S Boston	MA	02127	US	United States
Omaha	NE	68114	US	United States
Clinton	OK	73601	US	United States
Little Rock	AR	72201	US	United States
Goldsboro	NC	27530	US	United States
Texas City	TX	77591	US	United States
Whippany	NJ	07981	US	United States
Philadelphia	PA	19103	US	United States
El Paso	TX	79902	US	United States
Philadelphia	PA	19108	US	United States
Hamilton	OH	45011	US	United States
Honolulu	HI	96819	US	United States
Lexington	KY	40507	US	United States
Jacksonville	NC	28540	US	United States
Riverside	CA	92507	US	United States
Chicago	IL	60634	US	United States
Riverside	CA	92507	US	United States
Hazen	PA	15825	US	United States
Los Angeles	CA	90017	US	United States
Desert Hot Springs	CA	92240	US	United States
Bronx	NY	10459	US	United States
Columbia	CT	06237	US	United States
Pooler	GA	31322	US	United States
Gardena	CA	90247	US	United States
Newark	NJ	07102	US	United States
Brunswick	OH	44212	US	United States
Portland	OR	97212	US	United States
Columbus	OH	43215	US	United States
Dover	DE	19901	US	United States
Mcallen	TX	78501	US	United States
Little Rock	AR	72211	US	United States
Green Bay	WI	54303	US	United States
San Diego	CA	92103	US	United States
Spartanburg	SC	29302	US	United States
Stlouis	IL	63101	US	United States
Syracuse	NY	13202	US	United States
Guernsey	WY	82214	US	United States
Lexington	KY	40505	US	United States
Albany	NY	12207	US	United States
Sioux City	IA	51101	US	United States
Elkhart	IN	46516	US	United States
Centennial	CO	80112	US	United States
Miami	AZ	85539	US	United States
Philadelphia	MS	39350	US	United States
Providence	RI	02908	US	United States
Florence	SC	29501	US	United States
Providence	RI	02904	US	United States
Pleasent Valley	NV	84083	US	United States
Beaver Dam	KY	42320	US	United States
Haledon	NJ	07508	US	United States
Superstition	AZ	85220	US	United States
Martins Ferry	OH	43935	US	United States
Miramar	FL	33025	US	United States
Mcintosh	MN	56556	US	United States
Fargo	ND	58102	US	United States
Dallas	TX	75201	US	United States
Rochester	NY	14608	US	United States
Buffalo Grove	IL	60089	US	United States
Shumway	IL	62461	US	United States
Calumet	OK	73014	US	United States
Philadelphia	PA	19108	US	United States
Greenville	SC	29601	US	United States
Lafayette	IN	47906	US	United States
Fort Worth	TX	76161	US	United States
Central	SC	29630	US	United States
Burlington	NC	27215	US	United States
Estes Park	CO	80517	US	United States
Montgomery	AL	36014	US	United States
Camden	NJ	08102	US	United States
Portland	OR	97205	US	United States
Frisco	TX	75034	US	United States
Kansas City	MO	64056	US	United States
Smithville	MO	64089	US	United States
Pittsburgh	PA	15201	US	United States
Dry Creek	TX	75783	US	United States
Atlanta	GA	30308	US	United States
New York	NY	10013	US	United States
Jacksonville	IL	62650	US	United States
Honolulu	HI	96819	US	United States
St Petersburg	FL	33701	US	United States
Woburn	MA	01801	US	United States
Akron	OH	44308	US	United States
Wendelin	IL	62434	US	United States
Nashville	TN	37201	US	United States
Greendale	MA	01606	US	United States
Oak Brook	IL	60523	US	United States
San Diego	CA	92117	US	United States
Dulac	LA	70353	US	United States
Boston	MA	02110	US	United States
Manhattan	NY	10016	US	United States
Sugarcreek	OH	44681	US	United States
Mountain View	CA	94041	US	United States
Garden City	NY	11530	US	United States
Syracuse	NY	13202	US	United States
Charlotte	NC	28209	US	United States
Seattle	WA	98109	US	United States
Portland	OR	97204	US	United States
Goleta	CA	93117	US	United States
Crawfordville	GA	30631	US	United States
Bensenville	IL	60106	US	United States
Meridian	MS	39301	US	United States
Knoxville	TN	37917	US	United States
Jacksonville	FL	32256	US	United States
Chantilly	VA	22021	US	United States
Maryland Heights	MO	63141	US	United States
Wilmington	NC	28405	US	United States
Westminster	CA	92683	US	United States
Little Diomede	AK	99762	US	United States
Abilene	TX	79602	US	United States
South Burlington	VT	05403	US	United States
Fort Lauderdale	FL	33301	US	United States
Washington	DC	20016	US	United States
Nashua	NH	03061	US	United States
Egg Harbor	NJ	08232	US	United States
Quincy	MA	02169	US	United States
Fort Worth	TX	76102	US	United States
Rochester	MN	55902	US	United States
Pittsburgh	PA	15201	US	United States
Deerwood	MN	56444	US	United States
Boston	MA	02210	US	United States
San Jose	CA	95134	US	United States
Lefors	TX	79054	US	United States
Los Angeles	CA	90017	US	United States
Dallas	TX	75212	US	United States
Los Angeles	CA	90017	US	United States
Los Angeles	CA	90017	US	United States
Cambridge	MA	02141	US	United States
Hartford	CT	06103	US	United States
Rochester	NY	14620	US	United States
Knoxville	TN	37921	US	United States
Washington	DC	20005	US	United States
Crystal River	FL	34429	US	United States
Columbia	SC	29201	US	United States
Beltsville	MD	20705	US	United States
Jersey City	NJ	07305	US	United States
Gurley	AL	35748	US	United States
Rancho Cordova	CA	95742	US	United States
Beaumont	TX	77701	US	United States
Minneapolis	MN	55401	US	United States
Cincinnati	OH	45231	US	United States
Houston	TX	77063	US	United States
Charleston	SC	29407	US	United States
Fresno	CA	93721	US	United States
Modesto	CA	95354	US	United States
Jackson	MS	39201	US	United States
Yountville	CA	94599	US	United States
Centennial	CO	80112	US	United States
Fitchburg	WI	53719	US	United States
Hicksville	NY	11612	US	United States
St George	UT	84770	US	United States
Birmingham	AL	35209	US	United States
Houston	TX	77002	US	United States
Carlyle	MT	59320	US	United States
Detroit	MI	48219	US	United States
Windom	MN	56101	US	United States
Deerfield Beach	FL	33442	US	United States
Little Cedar	IA	50454	US	United States
Boston	MA	02110	US	United States
Belleville	NJ	07109	US	United States
Indianapolis	IN	46214	US	United States
Chico	CA	95926	US	United States
Miami Springs	FL	33166	US	United States
Scottsdale	AZ	85256	US	United States
El Paso	TX	79927	US	United States
Garden City	NY	11530	US	United States
New York	NY	10011	US	United States
Countryside	FL	34619	US	United States
San Diego	CA	92111	US	United States
Pittsburgh	PA	15219	US	United States
Ft Lauderdale	FL	33311	US	United States
Doral	FL	33178	US	United States
Portland	ME	04101	US	United States
Seattle	WA	98133	US	United States
Martinsburg	WV	25401	US	United States
Northfield	OH	44067	US	United States
Boone	IA	50036	US	United States
Waipahu	HI	96797	US	United States
Minneapolis	MN	55404	US	United States
Fair Lawn	NJ	07410	US	United States
Scotts Hill	NC	28405	US	United States
Colorado Springs	CO	80904	US	United States
Fredericksburg	VA	22401	US	United States
Cherry Hill	NJ	08002	US	United States
Lafayette	LA	70501	US	United States
Saint Clairsville	OH	43950	US	United States
Newark	DE	19711	US	United States
Bethesda	MD	20014	US	United States
Yakima	WA	98908	US	United States
Santa Ana	CA	92704	US	United States
Salinas	CA	93901	US	United States
Lynchburg	VA	24504	US	United States
Plano	TX	75074	US	United States
Metropolis	IL	62960	US	United States
Kennewick	WA	99336	US	United States
Lemoyne	NE	69146	US	United States
New York	NY	10007	US	United States
Lima	OH	45801	US	United States
Bellingham	WA	98225	US	United States
Walters	OK	73572	US	United States
Hutchins	TX	75141	US	United States
Hallsville	MO	65255	US	United States
Jonesboro	AR	72401	US	United States
Jacksonville	FL	32208	US	United States
Lone Pine	CA	93545	US	United States
Frisco	TX	75034	US	United States
Madera	CA	93638	US	United States
Dickinson	ND	58601	US	United States
Macon	GA	31201	US	United States
Columbus	OH	43201	US	United States
Johnson City	TN	37601	US	United States
Newbury Park	CA	91320	US	United States
Minneapolis	MN	55402	US	United States
New Berlin	WI	53151	US	United States
Concord	CA	94520	US	United States
Alexandria	VA	22370	US	United States
Frisco	TX	75034	US	United States
Bethesda	MD	20014	US	United States
Newark	DE	19714	US	United States
San Gabriel	CA	91775	US	United States
Santa Rosa	CA	95401	US	United States
South Bend	IN	46601	US	United States
New York	NY	10036	US	United States
Young Harris	GA	30582	US	United States
San Antonio	TX	78212	US	United States
Junction City	OR	97448	US	United States
Chino	CA	91710	US	United States
New Ulm	MN	56073	US	United States
Framingham	MA	01702	US	United States
Fort Myers	FL	33901	US	United States
Ft Lauderdale	FL	33311	US	United States
Coeur D Alene	ID	83814	US	United States
Saint Joseph	KS	64501	US	United States
Auburn	CA	95603	US	United States
Concord	MA	01742	US	United States
Seattle	WA	98119	US	United States
North Charleston	SC	29420	US	United States
Lewistown	MT	59457	US	United States
Ellisville	IL	61431	US	United States
Eagle River	AK	99577	US	United States
Cambridge	MA	02141	US	United States
Rocky Mount	NC	27801	US	United States
Richmond	VA	23219	US	United States
Miami	FL	33179	US	United States
Newark	DE	19711	US	United States
Woonsocket	SD	57385	US	United States
Cockeysville	MD	21030	US	United States
Lakeside Park	KY	41017	US	United States
Dallas	TX	75247	US	United States
Maryland Heights	MO	63043	US	United States
Greenville	SC	29601	US	United States
Southfield	MI	48235	US	United States
Lubbock	TX	79401	US	United States
New York	NY	10004	US	United States
Santa Ana	CA	92704	US	United States
Pensacola	AL	32507	US	United States
Kingston	MI	48741	US	United States
Norfolk	VA	23502	US	United States
Atlanta	GA	30303	US	United States
Johnson City	TN	37601	US	United States
Detroit	MI	48219	US	United States
Nashville	TN	37210	US	United States
City Of Commerce	CA	90040	US	United States
Toledo	OH	43609	US	United States
Savannah	GA	31405	US	United States
Griffin	GA	30224	US	United States
New Orleans	LA	70112	US	United States
Houston	TX	77002	US	United States
Lockbourne	OH	43137	US	United States
Fairbanks	AK	99701	US	United States
Albany	NY	12206	US	United States
Greenville	SC	29607	US	United States
Columbia	MS	39429	US	United States
Hartford	CT	06103	US	United States
Norcross	GA	30091	US	United States
Sumter	SC	29150	US	United States
Birmingham	AL	35209	US	United States
Bristol	VT	05443	US	United States
Monroeville	PA	15146	US	United States
Houston	TX	77006	US	United States
Seattle	WA	98122	US	United States
New Berlin	WI	53151	US	United States
Watertown	SD	57201	US	United States
Dallas	TX	75201	US	United States
Chicago	IL	60603	US	United States
Saint Louis	MO	63108	US	United States
San Francisco	CA	94107	US	United States
Chicago	IL	60605	US	United States
Lincoln	NE	68504	US	United States
Woodbridge	NJ	07095	US	United States
Spartanburg	SC	29302	US	United States
Orlando	FL	32810	US	United States
Fort Lauderdale	FL	33301	US	United States
Seal Beach	CA	90740	US	United States
Mineola	NY	11501	US	United States
Kerrville	TX	78028	US	United States
Portland	OR	97218	US	United States
Mcclusky	ND	58463	US	United States
Ashland City	TN	37015	US	United States
San Diego	CA	92121	US	United States
Wantagh	NY	11793	US	United States
San Leandro	CA	94578	US	United States
Mira Loma	CA	91752	US	United States
San Ramon	CA	94583	US	United States
West Palm Beach	FL	33404	US	United States
Cleveland	OH	44115	US	United States
New York	NY	10013	US	United States
Plano	TX	75024	US	United States
Bruce Crossing	MI	49912	US	United States
Washington	DC	20024	US	United States
Grand Rapids	MI	49508	US	United States
Dallas	TX	75207	US	United States
Wisconsin Dells	WI	53965	US	United States
Plymouth Meeting	PA	19462	US	United States
Winter Haven	FL	33830	US	United States
Dadeville	MO	65635	US	United States
San Antonio	TX	78148	US	United States
Madison	WI	53704	US	United States
Farmingdale	NY	11735	US	United States
Evansville	MN	56326	US	United States
Atlanta	GA	30303	US	United States
Princeton	NJ	08540	US	United States
Tampa	FL	33619	US	United States
Farmington	CT	06032	US	United States
Fall River	MA	02720	US	United States
Covington	TX	76636	US	United States
Toledo	OH	43609	US	United States
Philadelphia	PA	19108	US	United States
Fort Lauderdale	FL	33304	US	United States
San Francisco	CA	94103	US	United States
Durham	NC	27703	US	United States
Angleton	TX	77515	US	United States
Zelienople	PA	16063	US	United States
Cheyenne	WY	82001	US	United States
Eugene	OR	97401	US	United States
Oakland	CA	94612	US	United States
Rush Center	KS	67575	US	United States
East Berlin (Adams)	PA	17316	US	United States
Louisville	KY	40202	US	United States
Detroit	MI	48226	US	United States
Los Angeles	CA	90017	US	United States
Smyrna	GA	30082	US	United States
Washington	DC	20005	US	United States
Newark	DE	19714	US	United States
Fort Lauderdale	FL	33308	US	United States
Cleveland	OH	44115	US	United States
Altamonte Springs	FL	32714	US	United States
Jacksonville	FL	32202	US	United States
Houston	TX	77077	US	United States
North Dade	FL	33180	US	United States
Byron	IL	61010	US	United States
Traverse City	MI	49684	US	United States
Gilbert	AZ	85233	US	United States
Chicago	IL	60606	US	United States
Bethesda	MD	20817	US	United States
Euclid	OH	44132	US	United States
Grand Rapids	MI	49503	US	United States
Garden City	NY	11530	US	United States
Auburn	CA	95603	US	United States
Westland	MI	48185	US	United States
Everton	MO	65682	US	United States
Binghamton	NY	13901	US	United States
Brattleboro	VT	05301	US	United States
Torrance	CA	90501	US	United States
Islamorada	FL	33036	US	United States
Bronx	NY	10455	US	United States
Ashby	MN	56309	US	United States
Indianapolis	IN	46214	US	United States
Atlanta	GA	30346	US	United States
Miami	FL	33132	US	United States
Conway	SC	29526	US	United States
Seattle	WA	98101	US	United States
Milwaukee	WI	53202	US	United States
Teterboro	NJ	07608	US	United States
Marquette	MI	49855	US	United States
Springfield	MA	01103	US	United States
Whitestone	NY	11357	US	United States
Carmel	IN	46032	US	United States
Nashville	TN	37210	US	United States
Sayreville	NJ	08872	US	United States
Salt Lake City	UT	84101	US	United States
Otis	ME	04605	US	United States
Mankato	KS	66956	US	United States
Montezuma	GA	31063	US	United States
Fort Walton Beach	FL	32548	US	United States
Safford	AZ	85546	US	United States
Seattle	WA	98119	US	United States
Oak Brook	IL	60523	US	United States
Agawam	MA	01001	US	United States
Roseburg	OR	97470	US	United States
Hillsboro	OR	97123	US	United States
Lake Station	IN	46405	US	United States
Mountain View	NJ	07470	US	United States
Lawton	OK	73501	US	United States
Reno	NV	89501	US	United States
Duluth	MN	55802	US	United States
Uniontown	KS	66779	US	United States
Sunrise	FL	33317	US	United States
Indianapolis	IN	46204	US	United States
Norcross	GA	30093	US	United States
Dixon	IA	52745	US	United States
Alexandria	SD	57311	US	United States
Miami	FL	33179	US	United States
Cincinnati	OH	45202	US	United States
West Roxbury	MA	02132	US	United States
Washington	MD	20024	US	United States
Oakland	CA	94612	US	United States
Turnertown	TX	75689	US	United States
Lawn	TX	79530	US	United States
Chicago	IL	60647	US	United States
Newport	RI	02840	US	United States
Wilbraham	MA	01095	US	United States
Harrisonburg	VA	22802	US	United States
Peoria	IL	61602	US	United States
Sugar Land	TX	77478	US	United States
Bohemia	NY	11716	US	United States
Tucson	AZ	85701	US	United States
Bellefontaine	OH	43311	US	United States
Fort Worth	KS	76102	US	United States
Versailles	IN	47042	US	United States
San Antonio	TX	78223	US	United States
Cedar Rapids	IA	52402	US	United States
Montpelier	VT	05602	US	United States
Hartford	CT	06103	US	United States
North Billerica	MA	01862	US	United States
Chattanooga	TN	37408	US	United States
Curtisville	PA	15032	US	United States
Reston	VA	20191	US	United States
Jackson	MS	39042	US	United States
Indianapolis	IN	46214	US	United States
Grand Rapids	MI	49503	US	United States
Chicago	IL	60606	US	United States
Hazen	ND	58545	US	United States
Bassett	NE	68714	US	United States
Blanca	CO	81123	US	United States
Rocky Mount	NC	27801	US	United States
Bay St Louis	MS	39520	US	United States
Louisville	KY	40202	US	United States
Roseburg	OR	97470	US	United States
South Ozone Park	NY	11420	US	United States
Orlando	FL	32810	US	United States
Owensboro	KY	42301	US	United States
Plymouth	MA	02360	US	United States
Oakland	CA	94612	US	United States
Odenton	MD	21113	US	United States
Detroit	MI	48226	US	United States
Chillicothe	MO	64601	US	United States
New York	NY	10011	US	United States
Mira Loma	CA	91752	US	United States
Raymondville	TX	78580	US	United States
Arcadia	CA	91006	US	United States
Baltimore	MD	21201	US	United States
Wichita Falls	TX	76308	US	United States
Tulsa	OK	74145	US	United States
Philadelphia	PA	19103	US	United States
Green Bay	WI	54303	US	United States
Harrison	NY	10528	US	United States
Nashville	TN	37228	US	United States
Kent	WA	98031	US	United States
San Francisco	CA	94104	US	United States
Slidell	LA	70458	US	United States
Clifton	TX	76634	US	United States
Milwaukee	WI	53202	US	United States
Weehawken	NJ	07087	US	United States
Los Angeles	CA	90017	US	United States
Taft	TX	78390	US	United States
Somerville	NJ	08876	US	United States
Savage	VA	20763	US	United States
Austin	TX	78753	US	United States
Deming	WA	98244	US	United States
Indianapolis	IN	46225	US	United States
Chester	SC	29706	US	United States
South Boston	MA	02127	US	United States
Tampa	FL	33614	US	United States
Crete	IL	60417	US	United States
Avon Park	FL	33825	US	United States
Lenexa	MO	66214	US	United States
Tinley Park	IL	60477	US	United States
Chicago	IL	60605	US	United States
Deerfield Beach	FL	33442	US	United States
Newbury	OH	44065	US	United States
Wahpeton	ND	58075	US	United States
Dallas	TX	75201	US	United States
Providence	RI	02904	US	United States
Waco	TX	76710	US	United States
Stamford	CT	06995	US	United States
Columbus	ND	58727	US	United States
Chicago	IL	60606	US	United States
Bartlett	NH	03812	US	United States
Plano	TX	75074	US	United States
Louisville	NE	68037	US	United States
Los Angeles	CA	90017	US	United States
Burlington	MA	01803	US	United States
Foxboro	MA	02035	US	United States
Wood Dale	IL	60191	US	United States
Pittsburgh	PA	15219	US	United States
Mount Airy	MD	21771	US	United States
Fresno	CA	93721	US	United States
Boise	ID	83702	US	United States
Deerfield	NH	03037	US	United States
Northbrook	IL	60062	US	United States
Gainesville	FL	32601	US	United States
Tucson	AZ	85701	US	United States
Fort Worth	TX	76106	US	United States
Fort Walton Beach	FL	32547	US	United States
San Leandro	CA	94578	US	United States
Saint Louis	MO	63141	US	United States
Gentry	AR	72734	US	United States
Roselle	NJ	07203	US	United States
Charlotte	NC	28202	US	United States
Stephens City	VA	22655	US	United States
Queens	NY	11423	US	United States
Lincoln	NE	68504	US	United States
Colonie	NY	12205	US	United States
Chicago	IL	60653	US	United States
Holland	MI	49423	US	United States
Tampa	FL	33619	US	United States
Walworth	WI	53184	US	United States
Chicago	IL	60605	US	United States
Fremont	CA	94539	US	United States
Port Charlotte	FL	33952	US	United States
Lafayette	LA	70506	US	United States
Milan	GA	31060	US	United States
Lake Worth	FL	33463	US	United States
Brooklyn	NY	11223	US	United States
Mattoon	IL	61938	US	United States
Chicago	IL	60657	US	United States
New York	NY	10036	US	United States
Portland	OR	97205	US	United States
Eaton	OH	45320	US	United States
Danville	VA	24541	US	United States
La Mesa	CA	91941	US	United States
Waltham	MA	02154	US	United States
Norwalk	CT	06854	US	United States
Pekin	ND	58361	US	United States
New York	NY	10013	US	United States
North Hollywood	CA	91601	US	United States
Cambridge	MA	02141	US	United States
Kenner	LA	70062	US	United States
Agawam	MA	01001	US	United States
Hattiesburg	MS	39401	US	United States
Blue Eye	MO	65611	US	United States
Pampa	TX	79065	US	United States
Jacksonville	FL	32256	US	United States
Houston	TX	77032	US	United States
Cleveland	OH	44106	US	United States
Philadelphia	PA	19108	US	United States
Arlington	VA	22201	US	United States
Portland	OR	97205	US	United States
Jacksonville	FL	32202	US	United States
Dallas	TX	75201	US	United States
Boca Raton	FL	33487	US	United States
Ridgeland	MS	39157	US	United States
Ballston	NY	12302	US	United States
Eau Claire	WI	54701	US	United States
Jackson	MS	39211	US	United States
Decatur	GA	30030	US	United States
Chicago	IL	60629	US	United States
Seattle	WA	98101	US	United States
Silver Spring	MD	20904	US	United States
Dallas	TX	75202	US	United States
York	PA	17401	US	United States
Manhattan	NY	10016	US	United States
Chambersburg	PA	17201	US	United States
Martinsburg	WV	25401	US	United States
Elk Grove Village	IL	60007	US	United States
Phoenix	AZ	85034	US	United States
Lexington	KY	40507	US	United States
New York	NY	10018	US	United States
Wichita	KS	67218	US	United States
Livermore	CA	94550	US	United States
Greenville	SC	29601	US	United States
Long Beach	CA	90802	US	United States
Osawatomie	KS	66064	US	United States
Bloomfield Township	MI	48302	US	United States
Anaheim	CA	92801	US	United States
Orlando	FL	32809	US	United States
East Northport	NY	11731	US	United States
Toccoa	GA	30577	US	United States
Worcester	MA	01609	US	United States
New Brunswick	NJ	08901	US	United States
Madill	OK	73446	US	United States
Newark	PA	19714	US	United States
Beckley	WV	25801	US	United States
Colorado Springs	CO	80907	US	United States
Columbus	OH	43201	US	United States
Pleasantville	NJ	08232	US	United States
Austin	TX	78741	US	United States
San Diego	CA	92111	US	United States
Nashville	TN	37214	US	United States
Portland	OR	97218	US	United States
Superior	AZ	85273	US	United States
Grand Island	NE	68801	US	United States
Sacramento	CA	95814	US	United States
Brockton	MA	02401	US	United States
King City	CA	93930	US	United States
New York	NY	10007	US	United States
Hart	TX	79043	US	United States
Manchester	MO	63011	US	United States
Lafayette	LA	70501	US	United States
Augusta	GA	30901	US	United States
Jackson	MS	39201	US	United States
Indianapolis	IN	46225	US	United States
Chicago	IL	60606	US	United States
Elmsford	NY	10523	US	United States
Wichita	KS	67226	US	United States
Newport	NY	13416	US	United States
Fresno	CA	93710	US	United States
Wilmington	NC	28412	US	United States
Janesville	WI	53545	US	United States
Ashmore	IL	61912	US	United States
Bolton	MA	01740	US	United States
Denver	CO	80265	US	United States
Sioux City	IA	51101	US	United States
Mobile	AL	36602	US	United States
Cherry Grove	MN	55975	US	United States
Princeton	NJ	08540	US	United States
New Braunfels	TX	78130	US	United States
Baltimore	MD	21202	US	United States
Chattanooga	TN	37403	US	United States
Washington	DC	20004	US	United States
Baltimore	MD	21202	US	United States
Worcester	MA	01609	US	United States
Gainesville	FL	32601	US	United States
San Francisco	CA	94107	US	United States
Iona	MN	56141	US	United States
Houston	TX	77002	US	United States
Metairie	LA	70001	US	United States
Farmington	AR	72730	US	United States
Walnut Creek	CA	94596	US	United States
Las Vegas	NV	89121	US	United States
Houston	TX	77006	US	United States
Johnson City	TN	37601	US	United States
Omro	WI	54963	US	United States
Sherman Oaks	CA	91403	US	United States
Boston	MA	02109	US	United States
Baytown	TX	77520	US	United States
Stamford	CT	06902	US	United States
Boardman	OH	44512	US	United States
Cumberland	MD	21502	US	United States
Marion	SC	29571	US	United States
Omaha	NE	68102	US	United States
Baton Rouge	LA	70805	US	United States
Carbondale	IL	62901	US	United States
Newark	NJ	07102	US	United States
Corpus Christi	TX	78412	US	United States
Ogden	UT	84401	US	United States
Philadelphia	PA	19128	US	United States
Schaumburg	IL	60173	US	United States
Bellefonte	PA	16823	US	United States
Pittsburgh	PA	15222	US	United States
Atlanta	GA	30318	US	United States
Denver	CO	80239	US	United States
Jacksonville	FL	32216	US	United States
Anchorage	AK	99503	US	United States
Buffalo Grove	IL	60089	US	United States
Fort Myers	FL	33901	US	United States
Albany	NY	12207	US	United States
Carrollton	TX	75006	US	United States
Zephyr	NC	27268	US	United States
Baltimore	MD	21217	US	United States
Westland	MI	48185	US	United States
Fresno	CA	93721	US	United States
Denver	CO	80265	US	United States
Lone Wolf	OK	73655	US	United States
Houston	TX	77032	US	United States
New York	NY	10016	US	United States
Glendive	MT	59330	US	United States
Mount Vernon	OH	43050	US	United States
Beaumont	TX	77701	US	United States
Garden City	NY	11530	US	United States
Fair Oaks	CA	95628	US	United States
Dallas	TX	75207	US	United States
Peoria	IL	61602	US	United States
Youngstown	OH	44503	US	United States
Plant City	FL	33566	US	United States
Tampa	FL	33602	US	United States
Cambridge	MA	02141	US	United States
Williamstown	MA	01267	US	United States
Oroville	WA	98844	US	United States
Portland	OR	97209	US	United States
Lubbock	TX	79401	US	United States
San Diego	CA	92103	US	United States
Baltimore	MD	21201	US	United States
Huntington Park	CA	90255	US	United States
Greenville	WV	24945	US	United States
Saint Simons Island	GA	31522	US	United States
Houston	TX	77025	US	United States
Oklahoma City	OK	73129	US	United States
Midland	TX	79701	US	United States
Merchantville	NJ	08109	US	United States
San Francisco	CA	94107	US	United States
Chicago	IL	60617	US	United States
Lexington	KY	40507	US	United States
Westlake	OH	44145	US	United States
Morehead	KY	40351	US	United States
Greensboro	NC	27410	US	United States
Spokane	WA	99201	US	United States
Fort Lauderdale	FL	33301	US	United States
Hampton	CT	06256	US	United States
Fayetteville	NC	28307	US	United States
Rialto	CA	92376	US	United States
Syracuse	NY	13202	US	United States
Oklahoma City	OK	73102	US	United States
Wilmington	DE	19801	US	United States
West Des Moines	IA	50266	US	United States
Newellton	LA	71357	US	United States
Wintersberg	AZ	85326	US	United States
Fresno	CA	93710	US	United States
Euless	TX	76039	US	United States
Albany	NY	12207	US	United States
Boise	ID	83702	US	United States
Concord	NC	28025	US	United States
New Albany	OH	43054	US	United States
New Albany	OH	43054	US	United States
Scotts Valley	CA	95066	US	United States
Mexia	TX	76667	US	United States
Austin	TX	78704	US	United States
Jersey City	NJ	07306	US	United States
Evansville	IN	47711	US	United States
Hanna City	IL	61536	US	United States
Haysi	VA	24256	US	United States
Bakersfield	CA	93301	US	United States
Centennial	CO	80112	US	United States
Garfield Heights	OH	44128	US	United States
Heidelberg	MS	39439	US	United States
Pittsboro	NC	27312	US	United States
Sunol	CA	94585	US	United States
Springfield	MO	65806	US	United States
Corbin	TN	40701	US	United States
Peoria	IL	61602	US	United States
Westerville	OH	43081	US	United States
Portland	OR	97205	US	United States
Fletcher Carter	TX	79373	US	United States
Wheeling	WV	26003	US	United States
Cape Fair	MO	65624	US	United States
Westerville	OH	43081	US	United States
Seattle	WA	98119	US	United States
Wild Rose	WI	54984	US	United States
Leesburg	VA	22075	US	United States
Howell	MI	48843	US	United States
Santa Fe	NM	87501	US	United States
East Hartford	CT	06108	US	United States
West Roxbury	MA	02132	US	United States
Eagle	ID	83642	US	United States
Mansfield	OH	44902	US	United States
Marion	IL	62959	US	United States
Southfield	MI	48075	US	United States
Colorado Springs	CO	80904	US	United States
Crane	TX	79731	US	United States
Kansas City	KS	66210	US	United States
Centennial	CO	80112	US	United States
Coachella	CA	92236	US	United States
Lafayette	LA	70501	US	United States
Savannah	GA	31401	US	United States
Lebanon (Hunterdon)	NJ	08833	US	United States
Oklahoma City	OK	73107	US	United States
Hickory Hills	IL	60457	US	United States
Evansville	IN	47708	US	United States
Philadelphia	PA	19154	US	United States
San Mateo	CA	94403	US	United States
Dublin	OH	43017	US	United States
Detroit	MI	48219	US	United States
Brooklyn	NY	11201	US	United States
Cleveland	OH	44109	US	United States
Midway	GA	31320	US	United States
San Antonio	TX	78205	US	United States
Charleston	SC	29424	US	United States
Waterloo	IN	46793	US	United States
Ocala	FL	34471	US	United States
